Basic Income, Rent, Food, Transportation, Utilities, Clothing, Leisure, Healthcare, People
119663,19719,20240,8000,6221,3478,2153,4823,1
137918,14763,29156,11688,6871,4209,4937,5519,2
90655,12247,45378,15670,12312,7272,3743,7015,3
186740,16845,35072,24029,13001,7420,4762,5631,4
208120,31704,23735,17387,10834,5814,3584,8258,1
221829,30805,43275,16666,11026,5998,5472,7411,2
173683,41801,56336,25105,14203,8861,5627,9959,3
204917,58850,49673,20544,22710,7258,5284,7409,4
186426,32681,35094,22112,14078,12278,5562,10431,1
261588,39149,67625,26083,16372,10969,7865,14825,2
386305,58620,71222,24519,20208,11681,8672,16029,3
200522,41254,66898,26860,25978,17792,10456,15856,4
75801,20499,10247,3288,1581,1530,871,1827,1
27574,14289,17062,5772,2860,2351,994,2257,2
49642,16510,12827,8001,4633,4112,2074,2384,3
49976,20418,48063,5536,8227,3255,2208,5802,4
74129,39621,9265,7999,6689,2996,1729,5073,1
74766,51296,22085,10917,7733,3937,2161,3563,2
82434,74301,22387,6441,13954,4336,3268,4363,3
135762,31693,19609,8406,7662,7005,4781,6248,4
140380,22162,31069,8291,7107,3978,6071,6320,1
119564,13903,25051,10555,7964,5193,2548,3865,2
101154,19275,26165,15306,10167,5323,3366,7898,3
135026,18998,38402,15032,7245,7227,4370,7867,4
152589,46493,25629,18317,7413,10506,4238,5839,1
175542,53052,80630,12103,11754,6831,3637,7433,2
127428,41964,95700,19439,11937,6856,3277,5823,3
192309,26009,25061,21644,29489,6961,4855,9056,4
233791,42302,30940,15563,9558,9697,5184,9519,1
394885,53409,39582,17123,23549,10634,7755,7676,2
187427,66405,52277,36638,12379,8193,8586,20266,3
335904,51318,89050,48543,23681,19879,9491,14620,4
58526,17014,8042,5072,3147,2768,1006,2041,1
66858,13454,21201,7302,4507,3285,1041,2499,2
40050,15288,17304,9981,5131,4203,1833,2326,3
43838,11475,12689,9716,5538,4679,2464,3010,4
105070,61638,17713,9650,4435,2476,1608,4087,1
78124,24724,21204,10074,4374,3952,2937,5367,2
82881,52827,25032,8049,7691,6374,2228,5421,3
166279,50988,41564,14599,8904,5028,2334,9300,4
153356,9140,25714,6798,10254,2964,4297,3938,1
135852,17156,35846,14758,6728,5963,3431,5379,2
91142,18763,33926,9535,7808,7434,4203,4856,3
209912,17028,37538,20927,7936,7876,4990,7389,4
201908,37784,34909,19875,8525,4833,3373,6917,1
181952,41176,60741,20854,12263,6367,5822,9386,2
188301,68864,61447,13974,10922,7735,5814,8650,3
192923,55448,41749,14544,13162,9136,5980,10511,4
218050,51021,24659,28628,18361,13670,7276,12172,1
257421,42125,53184,25472,14634,15252,6559,14445,2
234260,31218,61550,29878,26736,17458,6850,14646,3
186942,54850,74479,37037,16541,16234,13304,11787,4
60784,18218,8959,5245,1497,1326,875,1918,1
37318,17588,13657,7515,2624,1784,857,3146,2
61245,13211,18458,10790,10176,2815,2583,2896,3
55233,15595,22353,6044,8766,5727,3137,4170,4
75745,45102,15025,6202,3454,3027,1585,6069,1
94313,57230,22646,13717,6626,3299,2492,4831,2
61380,55199,22888,7900,10679,2934,2430,7137,3
148573,53920,24560,10469,8367,9218,3982,5671,4
157925,27954,33381,6739,8603,4675,4252,7891,1
174017,13492,26173,9302,10509,6072,1994,4730,2
88106,19140,30315,10200,10850,6395,4443,9628,3
155290,16519,38873,17843,6806,6926,3673,6191,4
199894,45583,22482,18700,6223,6735,3793,5678,1
145398,40559,66289,16477,13601,6119,3519,8027,2
184217,46761,37287,21653,12900,5678,2575,9327,3
243812,24743,47082,29454,20819,10513,3931,9491,4
214028,53488,32854,14258,8874,10456,4576,9344,1
612806,49900,57648,21470,14606,9652,5148,14758,2
263054,56355,69680,41030,14261,11263,12721,15206,3
277467,36913,61721,40501,22207,21625,9452,18508,4
73992,21013,11819,4203,3131,3239,1290,1620,1
59270,23891,10910,5316,3828,2544,1679,1861,2
36736,15746,17277,8128,6466,3840,1936,2947,3
45307,17742,20520,11498,6148,3074,2599,3158,4
81732,32927,12009,8493,6179,2447,1603,4174,1
93414,41976,24330,7284,4860,4262,2105,3097,2
95503,50137,23313,9525,6916,6032,2816,5358,3
117994,61439,32748,14228,9599,5065,3117,6726,4
129610,14555,29776,10458,6157,3107,3900,4054,1
166508,24589,39027,10418,5958,4087,3244,6288,2
140644,18695,41524,16233,7565,6741,3974,8657,3
152191,15131,49244,25590,9188,6771,3483,7907,4
181515,39750,22768,21451,9013,6191,3587,4461,1
193355,40767,40388,26742,15590,8788,4576,7838,2
144106,58494,47473,22665,14475,7129,6127,8714,3
161565,37280,61121,23083,17822,10975,5688,6200,4
235360,41112,44798,21171,11145,17077,4545,14431,1
321175,45969,53220,24608,21894,10613,9920,10397,2
246352,33637,82837,27857,30467,14138,7446,12272,3
248596,36835,56425,36698,26405,16716,10628,9113,4
57160,13760,10635,5169,1752,1831,1475,1653,1
34218,17877,15660,8271,4375,2159,818,2342,2
48976,18646,18086,12247,6321,4360,2498,2288,3
60462,13718,43545,6763,8423,3977,2473,5052,4
77357,44586,12809,4986,4710,4149,1267,4701,1
84723,36558,19225,12860,6021,5039,2134,4741,2
67208,59123,21695,8318,11739,3894,2714,4920,3
119635,28588,21083,9007,6324,6707,5433,7171,4
155661,24938,36061,8427,9929,2932,5220,6515,1
113242,20401,32083,12577,7343,5638,2380,5227,2
109413,22160,33413,15203,11977,7341,3424,7447,3
125511,27158,32406,17236,8529,4983,2790,8859,4
195174,50027,32899,18380,10403,6713,5044,6742,1
193739,56114,66946,16796,11259,6776,3033,6130,2
160884,30661,58525,13123,10114,6956,3757,8976,3
263074,30789,34248,26988,19329,7688,4366,7680,4
265229,28730,50230,17468,8567,12104,4078,5136,1
457022,46560,60525,18076,21701,12083,5626,11275,2
178754,46487,59222,41437,11906,6629,13613,21940,3
348355,47061,66878,45170,21366,22952,5857,21636,4
70192,13996,13551,4912,3590,2087,1031,1694,1
54230,20151,10258,6480,4415,2860,1108,1726,2
51603,13903,20164,9026,5048,2696,1442,3340,3
45674,23433,11497,7893,4899,4432,1744,3471,4
99873,64744,24761,8598,2501,3028,2377,2738,1
67259,34692,16423,12022,7420,4007,2446,4565,2
69872,50490,25606,10480,6769,6448,3338,4806,3
102702,45515,44670,17025,11320,6980,1884,7220,4
129186,17836,29192,7692,11083,3645,3633,5294,1
162508,14939,31295,14491,9904,4848,4699,5677,2
50819,16590,47949,13492,7289,6493,3094,5548,3
156851,17036,29649,19031,9566,6801,5096,6223,4
158823,36720,35395,17430,9135,6123,3632,9030,1
159447,42830,49974,15702,12881,5036,5044,12376,2
174570,60922,39412,17977,8477,10683,5688,7148,3
166545,55761,51542,18815,15282,8683,5595,9040,4
295759,46350,42973,15589,14655,16117,5238,10726,1
284924,43937,57468,28283,14380,14213,7570,11951,2
352653,39347,77315,23526,23090,15006,5261,20707,3
284737,51581,74359,41234,14053,13616,9351,9223,4
81555,21622,9362,3708,1994,1528,785,1846,1
26786,16624,12881,7928,2916,1933,1186,3610,2
71690,16788,24798,14022,11720,3759,2250,2111,3
64435,18506,22938,7122,5650,3600,2775,4648,4
59538,52239,19095,6385,5615,2729,1409,4929,1
62318,42867,15937,12033,10181,3812,1747,4843,2
62581,43828,26444,8606,12902,3714,2373,6557,3
180768,33435,18976,13402,7620,6728,3621,8953,4
131535,16812,26257,5467,6808,3919,3947,5668,1
131538,18897,26424,10607,10725,5662,2781,5216,2
140781,15608,34515,17775,9119,5927,3925,4709,3
183497,18522,47269,21327,7051,7603,7364,6037,4
110038,52100,27878,17180,11705,6153,4883,5017,1
260725,31091,61189,15279,16347,7052,2968,6313,2
146039,43455,44831,17754,10640,6327,3313,7915,3
130698,29667,52538,18448,29113,6505,5388,16746,4
296392,30473,52494,19992,5963,7286,4074,10811,1
732517,30083,67559,24588,19378,9941,5661,10793,2
217302,47279,64426,27052,15268,12110,10762,17020,3
387368,34162,97281,44304,20967,16068,11217,25177,4
41483,17129,8273,3059,3375,1880,1300,2046,1
67490,19926,16021,5589,3639,1611,1314,1753,2
44274,25598,22207,7749,6477,2610,1413,2109,3
25045,23947,21687,11174,7284,4214,2417,2339,4
102443,66687,17438,6832,4534,3026,1541,3348,1
81238,35547,26273,7571,6417,4213,2380,4544,2
74578,51031,38048,12422,9138,8186,2347,4657,3
123923,44703,45257,21788,9423,4697,3149,7116,4
112249,17115,23907,8950,7817,3471,3167,2811,1
143765,15584,37600,14728,7454,3545,5383,4997,2
140490,11587,42009,10295,10947,5825,3228,5130,3
178708,15307,21563,21877,9178,7289,4358,5680,4
266949,50115,29037,20880,12589,5124,4298,7737,1
240602,36902,61141,22479,13213,5945,5635,8155,2
183203,55381,34454,15657,10318,7091,7156,7674,3
158521,57793,59516,18942,19270,8099,6228,6595,4
214186,47832,32904,21667,8672,16597,5159,7751,1
316670,50183,66140,22222,22639,10769,6783,11652,2
375944,56819,55152,24936,21803,11264,6470,23435,3
209957,37624,47202,29559,33684,20780,12403,14195,4
55867,15924,11880,2995,1679,1399,906,2553,1
34980,21302,13079,8397,3826,2568,1308,2716,2
59928,14150,16356,8316,6487,4351,2293,1917,3
62281,17952,47645,7666,9899,3794,2710,7083,4
69449,47440,19257,8375,7046,3024,1273,5947,1
78680,40983,19422,11906,8953,4022,1056,4004,2
61624,53237,18103,4907,11613,4739,4880,5618,3
136344,25354,23018,6840,7294,7717,6207,7561,4
197799,17386,37125,9372,8223,3376,4479,7330,1
133537,13490,26443,12879,8583,4496,2476,3961,2
104833,22406,21881,16410,13143,4597,4083,7800,3
145715,14567,35863,14680,6071,5589,4571,7464,4
167800,61180,21980,15173,7597,7959,5406,7283,1
240931,29564,89235,15257,13754,6717,3718,5697,2
177213,41005,86870,14080,10395,7815,2322,8160,3
127613,32423,47551,25689,20990,8495,3107,6042,4
395261,43723,53837,24428,8750,11704,4492,6164,1
464627,44548,39049,18041,20467,8619,5720,10377,2
206994,64634,60679,37013,9750,6335,8417,22568,3
400135,53651,89943,49124,23196,20293,10444,21804,4
39253,19772,9799,5206,3306,3178,1089,1738,1
54131,13870,22197,10003,4644,3576,896,1973,2
33672,16464,19295,7521,5024,4066,1551,2668,3
52443,19325,18250,7813,4742,7280,1848,4078,4
95426,53587,13853,10696,4314,3321,1615,3591,1
50917,46977,17252,10163,5620,3982,2993,6979,2
49986,56377,29034,8823,8738,6353,2217,2973,3
169499,44717,47160,15874,8480,5292,2195,8009,4
173007,11926,25787,8184,7706,3340,2551,5069,1
153394,18413,31330,15136,7358,5105,3432,4651,2
70245,17144,35662,10769,7218,6342,4576,5618,3
175618,20407,51969,22702,7722,7815,4582,6376,4
130750,32754,31677,12844,9408,5849,3136,7586,1
195135,44671,68315,18589,9952,6672,6111,7743,2
117222,77464,50980,18885,13085,8584,6838,8521,3
183390,67758,56160,17061,16101,8241,6262,8281,4
238058,44646,27741,29279,14966,12961,7683,8254,1
234019,34079,40932,34584,11174,15748,6703,15963,2
233169,41176,57322,30641,23189,15514,5058,7948,3
112550,24300,55406,27050,23025,12890,11139,12468,4
50073,24564,6476,6270,1918,2205,1013,2043,1
59513,13273,17186,8733,4270,2269,1438,2661,2
58634,18079,17051,7986,3738,2344,1954,2401,3
59970,21655,21648,10299,5750,3132,2490,3543,4
116246,57627,23050,6233,4400,2256,1930,3601,1
98168,61749,18864,9837,5481,4859,1938,3532,2
119504,31010,32945,15137,7312,4333,2325,5816,3
108941,45054,30033,15273,7222,6321,3924,6185,4
141919,21298,36535,10499,6677,3529,2053,5526,1
159992,21074,27795,11779,10228,4738,3485,6529,2
179807,16337,55739,11592,10203,5372,3823,5875,3
179461,19601,53333,20232,8477,7139,3709,10786,4
190419,50210,51781,14476,9788,4866,4855,5833,1
177140,41576,61220,19290,16945,7800,5258,6856,2
231678,45115,54529,18122,15033,7592,6129,8619,3
170242,49124,55248,26587,12131,7973,5329,9075,4
273878,49021,43146,21568,14935,8773,3647,9180,1
353031,50913,67844,22586,16202,13825,4451,12415,2
300380,41698,56272,32125,16626,13046,9551,17971,3
305765,44126,76799,44646,22830,17278,8857,18282,4
56099,15455,8059,4465,2106,1874,1179,2187,1
33908,24555,11997,3702,2819,2773,783,3896,2
50844,11474,19207,14819,5314,2805,2751,2956,3
51561,18727,22248,6474,6435,4916,3162,6655,4
88439,55975,16424,5770,3713,3468,1354,4803,1
86087,57832,17768,10167,5758,3246,2370,5147,2
74340,71544,22893,10011,8769,2828,2409,6533,3
101828,42510,29561,11775,8683,7373,3265,6289,4
171934,22678,38315,7317,10301,4353,3182,5909,1
166684,17876,32221,9936,11974,6843,2584,4045,2
172362,17930,24283,13997,8905,6891,4965,8911,3
203271,16064,46631,17069,11163,6335,4925,6519,4
282642,37378,28316,17054,8301,6233,5702,4516,1
130710,36358,78211,15941,15566,6990,3543,6086,2
180980,31657,61816,21174,10813,12309,3128,7560,3
165545,25313,54819,15552,28646,7541,3507,10090,4
270753,47616,46570,22573,8496,11902,4852,10458,1
447212,52450,50794,20935,15312,13128,7738,11392,2
289887,51307,61592,33016,7955,10609,12837,21140,3
304982,51769,70919,44898,17866,22059,9225,19630,4
48280,14862,10255,4462,3216,2022,977,1461,1
64676,19931,12992,5057,4140,2520,1695,2013,2
34749,13358,18785,7861,5125,2893,1410,4080,3
47367,19411,18997,11841,2981,3740,2129,2887,4
147907,50407,13626,7954,6117,3277,2278,3258,1
105889,43706,23449,7644,4458,3227,1621,3335,2
62412,33125,22702,13225,7788,4240,3354,4587,3
134351,53260,39360,15610,8896,7141,3517,6571,4
126150,14765,26182,6878,9522,3647,2697,4283,1
173782,25373,37592,15008,7666,4514,4494,5104,2
109678,17946,34735,16664,12905,5532,5902,7266,3
222461,16783,57107,13663,13583,6024,2893,7244,4
235264,37028,32688,18567,6564,4029,5286,10183,1
183213,42785,51294,19854,10129,5549,4711,10408,2
161535,44285,48219,22560,16693,6102,5591,8386,3
191407,47363,41571,16939,23871,8000,5891,8571,4
244909,48787,57441,29212,8343,10899,4953,10335,1
298148,44195,71050,25449,17730,12791,6039,14409,2
230514,30545,75446,41385,21949,11146,6848,14325,3
263435,44225,59568,32521,24804,18530,11886,15048,4
73924,24355,8166,4745,1700,1492,1170,1799,1
39368,21068,16331,7387,3046,1914,978,3092,2
71088,12856,17223,11873,7415,4316,1711,2088,3
57778,21462,25422,5098,7591,5146,2761,4675,4
68616,40987,11370,7557,3799,3657,1216,4011,1
95934,37496,22147,12599,7669,5325,1979,4093,2
64898,71589,18418,7997,10053,4148,2749,5058,3
184320,25242,28131,6460,5134,5195,4679,9308,4
133915,21692,42883,9004,6340,5872,5321,6555,1
138795,22186,33036,10441,8396,3962,2200,4735,2
99813,21251,26602,16051,12996,6335,4744,6301,3
137807,16231,45135,15418,10222,4949,5259,9990,4
144794,39885,26367,15801,11140,7863,5447,7764,1
178101,41370,75123,13831,11491,9261,3948,6338,2
139534,38675,71555,21832,8302,10674,3324,8704,3
171287,38445,37784,27389,22051,8005,3191,6787,4
310479,39454,45231,16369,7702,15514,3924,11982,1
445743,57999,34344,31520,23038,12294,7032,10046,2
259146,76804,51861,40427,13781,7851,12694,22202,3
272442,48952,58981,32217,22895,28299,8024,19776,4
64325,17809,7203,6421,4160,2228,1062,2331,1
57105,19893,20421,5091,5140,2562,1141,2088,2
47464,20013,20500,7960,4690,4852,2162,3249,3
42203,21329,15322,10639,5519,3156,1598,3098,4
86894,74353,20793,7735,4076,3095,1916,4982,1
58756,35791,18173,10298,4562,2765,2124,4368,2
95434,49315,22861,12933,6792,6307,2871,3953,3
122431,59511,72995,21552,6030,5962,3175,6926,4
172873,14819,23930,8053,5770,3345,3050,4282,1
124107,24660,26141,13668,8569,3663,3655,4620,2
68430,19379,29770,10389,9497,7964,3611,5754,3
147669,16133,31722,23177,7949,4602,3463,6207,4
200841,38228,36536,18876,9267,4613,3834,7006,1
155176,32533,40487,13542,13447,11570,4538,11203,2
131015,75050,49319,17756,11152,8050,5590,5813,3
173744,53518,67566,15883,16369,8603,6330,10586,4
279911,35627,40849,22538,16260,10935,5862,9717,1
275662,30961,39684,30866,10766,11456,7635,10430,2
258159,36481,63195,32397,23587,15812,7509,14441,3
139122,41194,65792,41416,17600,13325,14513,10256,4
78366,16155,9150,3013,2232,1276,852,1747,1
47522,20598,10241,7181,3032,1525,1446,2547,2
62456,21971,19605,8210,5934,3628,3588,1931,3
48944,15589,26381,7195,4772,4050,2673,5388,4
83793,61134,12140,9155,3984,3182,1104,5287,1
91874,48388,19537,8879,7616,3032,2614,4291,2
56248,48438,26599,8424,9770,4103,2559,5425,3
174757,33192,24565,9700,8268,11411,3597,10365,4
180577,22216,28395,6265,6775,5356,2993,4987,1
136316,22320,26969,10716,10166,5349,2798,5216,2
110230,18922,24141,14099,7714,5696,4189,8730,3
164808,22285,42137,19172,10486,4598,4474,8501,4
144408,44596,31246,11291,12306,5549,5741,4633,1
213718,47497,69649,13997,14167,5613,3293,4961,2
184396,67552,38976,13689,12545,8187,3705,6164,3
161669,35158,67187,29749,19994,7120,3638,12383,4
303094,41553,41686,18059,11307,6430,4395,10046,1
396442,35857,58774,30821,19124,12388,6707,12991,2
188344,75277,77126,30104,15867,8000,10284,17569,3
438003,58791,115414,50657,16671,16450,10536,29513,4
55309,14076,12072,3811,3458,2908,979,2046,1
35619,13488,14365,5740,3678,2210,1208,2585,2
35001,24706,18313,6892,4919,2633,1311,2210,3
41869,20609,19741,12731,7545,3199,2415,2751,4
110053,53323,18722,6067,5206,1973,2315,4053,1
83372,24483,27305,4865,6231,3692,2264,4134,2
80529,44686,42055,7075,6297,5185,1595,4862,3
141188,48385,33252,16503,9750,5388,3796,8241,4
142354,14361,29989,9915,7643,2374,2464,5320,1
137158,12488,31512,12329,9583,2922,4242,4947,2
100632,16774,38098,13769,12667,8185,3676,6918,3
155511,21815,24192,12981,8701,6072,3890,5096,4
170679,46762,21318,21095,11220,5070,3573,10436,1
217135,48861,34312,19107,12302,8718,5302,8845,2
180410,50657,36657,15739,11445,6338,6539,8209,3
168554,63271,37927,16927,17262,6923,4729,7728,4
211895,51444,51778,16838,10715,7781,3534,7452,1
320178,47981,59549,26115,16010,10254,6152,12454,2
366761,48482,60972,26284,23723,15581,4753,20869,3
153714,32138,54413,34538,30348,21551,6715,15778,4
87861,14295,13247,4990,1625,1364,1357,1831,1
24125,14558,10650,5885,2775,2214,1050,2564,2
52676,15021,14835,9577,6184,3542,2099,2306,3
36422,18199,53172,5488,8259,2945,2402,5631,4
65452,46784,9986,7414,6243,3523,1539,7555,1
48280,41710,22173,8732,7390,4088,2639,5172,2
56562,65445,14200,7986,12221,4368,3725,3877,3
210904,34545,19666,8453,8054,5692,4575,6686,4
182886,18942,28823,7415,8330,3506,5443,8332,1
115525,13087,27319,16359,10712,5708,2494,4487,2
119222,24997,29354,18667,7054,5711,4300,5877,3
145951,15666,45797,13257,6510,6438,4454,9366,4
184059,67449,30457,20958,12341,10681,5179,6861,1
211505,53899,67224,10189,13356,5747,4963,6776,2
197576,34205,83217,14436,12496,10089,3204,6812,3
166846,25321,28275,31282,17734,7793,3984,8632,4
311703,29856,37693,18841,6825,10165,6121,8259,1
554175,56363,45329,18568,15672,9235,7575,13181,2
209203,67332,52844,34352,13508,4852,8424,24416,3
453584,27064,71272,51013,15920,21958,12624,20304,4
61695,11665,11883,4797,3765,3118,1603,2216,1
59260,16094,14221,6499,6318,3332,975,2320,2
50173,12333,17330,8501,7470,4814,1605,2823,3
55349,19698,21562,6670,6429,2758,2034,3575,4
86342,54678,15242,10685,4712,3582,1639,3987,1
42030,24481,17321,9598,5820,4647,2531,6979,2
97963,46124,20805,5822,7487,6026,1934,3416,3
152597,45162,37700,17877,7813,5684,1791,9079,4
153126,14575,27065,9644,7645,3750,3809,3428,1
122853,22463,34142,14325,5621,4184,4285,4049,2
62837,19658,38508,10381,10310,7827,3687,5608,3
134550,17967,46313,15664,8175,7230,4949,6739,4
161098,33768,38406,17867,8909,5946,4078,8819,1
308066,37826,47753,15486,10021,8506,4347,10442,2
157787,90360,43102,19777,8746,6096,4677,6450,3
153681,76800,49474,12660,18951,10237,5371,12202,4
307160,53772,34069,25241,15506,15889,7908,5854,1
243949,37658,65199,26424,13222,15017,7848,14487,2
272484,33637,52738,33374,22642,15690,5667,9328,3
212900,65861,57896,28584,23847,16602,9855,14259,4
58803,17152,11389,3925,1272,1204,938,1326,1
46514,23761,11503,7080,2485,1567,915,2645,2
57188,12878,16004,18703,8480,3433,2205,2951,3
69595,17133,19250,6975,6724,4760,2442,4667,4
83803,62763,13734,7813,3469,2642,2053,4824,1
96143,46496,16761,9943,5971,3257,2628,3639,2
71067,31315,28035,10948,13490,4360,3269,6321,3
132653,49273,16559,13228,4676,7344,3991,6821,4
118359,18361,35813,9824,4147,2764,3114,6649,1
182450,10468,25970,10241,8727,5444,2641,5556,2
106538,12761,36293,12961,10750,7327,5582,8778,3
190795,19226,58522,20055,5440,6200,3587,7813,4
154129,40854,30082,20227,9297,7857,4365,7890,1
164337,47244,62441,15865,13715,9053,3082,8248,2
147229,50827,48301,17532,11331,6683,3384,9537,3
229661,27322,40965,37449,19111,9271,4863,12708,4
194716,51862,32937,22245,8745,10711,3339,8957,1
450003,45608,53560,21362,14522,10602,5441,12284,2
246134,42385,64025,35792,15132,11957,10276,26177,3
278015,48702,59086,43811,22246,19000,10799,22507,4
59753,20062,11589,4268,3030,3047,1175,1625,1
53669,21243,11805,6709,3875,2701,1452,1818,2
48610,15410,18097,9222,6986,4270,2407,3388,3
45003,19510,22479,10549,6031,4224,3279,2567,4
90445,28333,18367,8334,5157,2783,2039,4242,1
104578,40604,22755,6889,4453,2845,1916,3448,2
82559,46615,20599,9217,7792,4993,1703,6513,3
126297,79016,28591,17212,7993,5013,2440,7226,4
125736,17665,24373,9745,7453,2953,4572,2215,1
173590,20089,47262,10325,6755,3847,3844,6247,2
70148,17755,39697,14591,8286,7238,3893,7381,3
166852,14659,38956,21730,9745,9703,3245,6012,4
151667,53888,19840,20823,10584,4222,4632,7493,1
201860,39476,50840,35353,9339,5867,4178,8288,2
135222,63453,60502,19242,17173,8110,6441,9770,3
204621,49275,75993,23826,14502,12107,4974,8633,4
289239,35448,45264,22710,14693,13436,4248,12143,1
277039,52589,48964,31548,18279,14056,8584,9244,2
376558,49842,49153,20160,23493,17957,7624,15143,3
297780,33795,72329,46036,24260,12960,8263,16306,4
68016,14407,12608,4979,1434,2161,1025,1849,1
26499,13974,22826,8630,3565,3302,551,2324,2
48823,15090,15877,10887,5001,4768,2074,2346,3
52418,19838,38214,5314,8726,3217,3392,4140,4
78639,51476,14338,7877,5168,3993,960,3635,1
136162,48309,17344,9811,8476,3583,1962,4677,2
67624,61788,18636,8696,12079,4920,2742,5993,3
174020,29824,19468,10013,4450,7081,4026,5565,4
155885,32389,35155,10691,8855,3591,4051,6038,1
163058,14818,35440,11216,6682,5424,2269,5180,2
75911,20451,27037,16013,11610,6419,3558,8173,3
152132,20880,31424,11566,7701,7092,2976,11116,4
194423,49925,34182,12389,10338,7701,4164,7805,1
160913,54548,74877,15088,13834,6380,3855,9538,2
169569,31388,63144,14893,13383,9918,4260,8293,3
201743,29593,46755,23376,18358,8521,3903,9623,4
401978,29081,39915,18703,12453,7127,4423,9443,1
362243,45404,54562,20148,17017,13002,6326,10000,2
163616,44036,58770,50887,10941,8498,10041,27336,3
370355,64860,59878,46074,22720,24594,8490,25399,4
54591,15137,16297,4397,3242,2443,974,1572,1
45666,11841,15179,7934,4542,2637,1442,1637,2
57079,12049,24896,11282,4849,2164,2134,2910,3
57873,12844,10698,10903,4082,4221,1747,2953,4
105086,45696,19166,7834,4794,5007,2462,3340,1
93789,27289,16024,8393,7141,2682,2194,5883,2
83200,49759,35449,9763,5472,5012,2255,4832,3
99634,54064,47900,17040,5774,4489,2794,8641,4
148536,14280,35118,10949,7895,4665,3101,4722,1
119325,20122,40216,15632,6215,3966,3134,5214,2
57557,15670,36063,11398,7468,5848,3663,8940,3
109882,17539,30393,23686,9028,5616,4602,6609,4
122198,42302,31047,27427,12907,7190,2920,9419,1
125160,39836,49639,17828,10368,4802,5315,12630,2
192400,59240,48840,17507,13956,9588,5371,8027,3
213087,51382,46031,15014,14805,10930,4138,7822,4
255020,40928,24684,19286,12970,13958,3650,11447,1
294993,51734,47149,19744,17236,11470,8103,14691,2
332160,31886,77425,24859,29015,13993,5068,20487,3
225759,41434,98113,30295,15614,12588,16547,12681,4
44909,27013,6737,3749,2066,1315,852,1807,1
30686,13038,13140,7989,2564,1779,1086,2645,2
48958,16856,14948,17104,7731,3147,1819,1975,3
66946,12794,29988,5180,6444,3759,2426,4867,4
68417,62008,15815,5664,6614,2330,1416,2898,1
62802,45340,14347,13011,10191,4466,1182,4289,2
52919,53324,40919,8189,10693,3916,2276,4513,3
137431,31069,32154,12255,8217,7478,3015,7435,4
129147,22356,30151,4234,7514,4308,4754,7249,1
140288,21186,36543,7525,9175,4689,1866,4581,2
134228,14754,31386,18116,9539,6210,4342,4412,3
157198,17840,51619,18705,8036,7152,5466,5030,4
130712,38819,38632,15459,9346,7083,3387,5703,1
262174,22087,65021,19458,10837,5604,2101,8173,2
177457,56946,45920,23891,8885,8966,2102,9882,3
155483,45088,33091,26887,29892,7230,3959,9931,4
317852,39598,45348,16188,6199,6953,4917,7131,1
552376,36123,57897,32836,16515,7578,5603,12809,2
310899,60162,51529,25397,11010,7660,9683,19134,3
312531,46537,93078,62403,24537,13379,6702,21242,4
46506,16566,6499,2322,3272,2001,1138,1283,1
56003,25509,14725,4598,3821,2033,1440,1877,2
41157,23193,18438,12157,4977,4395,1115,2525,3
36074,19742,14767,11771,6100,3703,1913,2606,4
58623,53419,16371,6911,4273,2866,2033,3906,1
95190,37192,31014,9759,4356,4556,1821,6042,2
56250,42544,26144,19713,5860,8594,1771,4317,3
143094,71491,32753,17517,10388,4654,2756,5462,4
176216,19785,17525,7218,8227,4678,2867,3158,1
116468,16063,32212,11780,7841,3520,5291,5726,2
123048,13113,42694,9375,10910,8232,3386,8909,3
154779,16664,28445,34651,10894,6491,3918,6790,4
151980,51271,20469,18132,14959,4826,3428,6579,1
269790,40237,44476,17614,13792,6341,6165,6248,2
170107,73219,43285,17045,9077,9691,4980,5790,3
157300,74943,50676,22422,19409,8081,7692,6678,4
187456,40906,37531,20483,10152,17389,4344,6734,1
227009,37722,58149,31651,15501,8922,7098,14386,2
463827,65670,68041,30662,32846,12205,5897,18924,3
223603,39420,68885,32865,23666,27434,10207,12554,4
77891,22457,10126,2859,1606,1666,1104,1612,1
25728,17812,11530,6674,3280,2838,1123,2603,2
52174,15018,13876,10587,7554,3438,2258,1773,3
62517,13127,35796,6507,9050,3846,2053,7267,4
84730,20794,15337,9221,5157,3287,1118,4573,1
104751,45755,11694,11029,6732,2581,1367,3872,2
67364,71018,19081,6728,13659,5202,4713,7775,3
123838,20379,17914,9250,8625,7943,4664,5902,4
174955,19046,28633,12596,8220,3844,6358,8541,1
156070,19970,39460,9405,10832,3434,2289,3512,2
79159,19215,28013,18485,15600,5883,3893,6747,3
133273,12673,27421,18107,5808,7692,3662,7454,4
178511,58784,24125,16481,6366,6915,6028,5833,1
223532,37366,89271,12123,12038,7507,3590,8096,2
170447,44818,70277,17987,16443,9009,2350,7849,3
147434,23663,39091,25735,24405,8016,3881,4682,4
306084,45339,52970,16785,7605,10689,3364,6773,1
437942,43236,60078,22782,16165,10560,6183,10129,2
223011,67946,81617,54931,11383,4999,11006,15035,3
450582,40779,83585,36928,20401,23888,7549,21500,4
40281,14238,16876,5268,3055,2667,1021,1442,1
64342,12599,15112,7806,5999,3375,818,1896,2
37966,17658,15461,13940,3624,3794,1651,3318,3
35674,18879,20232,12228,5499,5129,1834,4622,4
112908,39504,15959,8958,5967,3037,1631,6066,1
